employee_id,store_id,employee_name,role,gender,monthly_salary_inr,joining_date,employment_status
102219,6025,Maanas Bhatt,Quality Checker,f,62895.0,2026-05-25,Active
102220,6005,Advik Kari,Quality Checker,f,28496.0,2024-04-01,Active
102221,6010,Matthew Apte,Quality Checker,M,38814.0,2024-05-06,active
102222,6036,Aahana Sibal,Picker,f,62761.0,2024-12-05,active
102223,6044,Pratyush Mane,Picker,Female,18164.0,30/03/2024,Resigned
102224,6006,Yahvi Khalsa,Delivery Rider,M,24425.0,03-23-2025,Active
102225,6122,Yamini Goswami,Delivery Rider,M,58681.0,2025-09-02,RESIGNED
102226,6007,Champak Kata,delivery rider,f,31320.0,2022-11-08,Active
102227,6089,Balendra Patla,Delivery Rider,Female,35647.0,2026-01-10,Resigned
102228,6022,Dominic Lata,Quality Checker,F,55885.0,2023-02-09,Active
102229,6073,Rishi Rout,Picker,M,50033.0,2026-04-04,Resigned
102230,6148,Eiravati Bhasin,Picker,Female,16108.0,2025-11-17,On Leave
102231,6046,Ikshita Ramachandran,Quality Checker,M,41984.0,2023-11-22,RESIGNED
102232,6030,Daksha Dyal,Inventory Associate,f,28371.0,2024-06-26,RESIGNED
102233,6011,Yashica Setty,PICKER,f,50133.0,2024-03-24,RESIGNED
102234,6142,Vaishnavi Bobal,Quality Checker,M,62900.0,2023-01-26,Active
102235,6039,Osha Luthra,delivery rider,M,17530.0,2023-10-27,RESIGNED
102236,6003,Varsha Sane,delivery rider,Male,52988.0,2024-09-24,Active
102237,6111,Hemal Goda,Picker,f,17526.0,2024-04-14,Active
102238,6119,Vrinda Savant,Picker,f,44825.0,2023-08-28,Active
102239,6083,Utkarsh Bajwa,Inventory Associate,F,14952.0,2024-05-28,Active
102240,6032,Dayita Walla,Packer,f,18645.0,2025-08-16,active
102241,6072,Damini Rattan,Picker,f,53694.0,2024-08-26,active
102242,6100,Chatura Baral,Delivery Rider,Male,61716.0,2024-11-25,RESIGNED
102243,6072,Hemang Madan,Delivery Rider,M,48382.0,11/02/2026,Active
102244,6104,Bimala Sarraf,Inventory Associate,m,56107.0,2024-09-13,Active
102245,6055,Agastya Sampath,Packer,Male,33359.0,2023-04-26,RESIGNED
102246,6048,Advaith Manda,delivery rider,Female,23327.0,2023-01-21,On Leave
102247,6075,Hemangini Chaudhuri,Packer,Female,29425.0,2022-08-24,RESIGNED
102248,6130,Aarini Pant,Inventory Associate,M,55321.0,2023-01-16,On Leave
102249,6019,Hardik Srinivasan,Inventory Associate,f,41823.0,2022-11-25,Active
102250,6044,Ishita Kanda,Store Manager,Male,30770.0,13-Sep-2023,Active
102251,6147,Mahika Chauhan,Inventory Associate,M,,11-24-2025,Active
102252,6123,Isaiah Kade,Packer,Female,52469.0,2022-10-17,Active
102253,6122,Adweta Barman,Packer,m,19612.0,2024-04-19,On Leave
102254,6081,Nimrat Raman,Quality Checker,m,43454.0,2024-10-01,Active
102255,6149,Saanvi Natt,delivery rider,,15106.0,2024-02-07,Active
102256,6060,Jhalak Goel,PICKER,Male,20335.0,2023-04-22,Active
102257,6008,Anamika Peri,Packer,M,35550.0,2024-05-07,Active
102258,6035,Krishna Om,Inventory Associate,F,60513.0,2024-08-31,Active
102259,6134,Udant Kapoor,Inventory Associate,f,15134.0,2023-06-08,Active
102260,6086,Logan Chana,Quality Checker,m,32604.0,2024-11-23,Active
102261,6080,Daksha Saraf,Inventory Associate,m,51852.0,2025-12-16,Resigned
102262,6138,Jyoti Thaman,Picker,Female,46221.0,2025-09-06,Active
102263,6046,Chanakya Rajagopalan,Delivery Rider,Male,36492.0,2025-09-20,Active
102264,6123,Niharika Saran,delivery rider,m,49509.0,11-Dec-2023,On Leave
102265,6034,Chakradev Pillay,Picker,m,14268.0,2025-01-09,active
102266,6088,Unnati Sampath,Quality Checker,m,27572.0,2026-03-09,Active
102267,6061,Urvashi Ratta,PICKER,M,40697.0,2025-11-05,Active
102268,6114,Irya Minhas,Store Manager,f,15569.0,2026-07-14,On Leave
102269,6148,Nirja Agate,Store Manager,Female,,2025-01-21,Active
102270,6041,Sai Sood,Quality Checker,Female,52546.0,2023-02-02,Active
102271,6087,Brinda Balan,PICKER,m,28936.0,2024-07-03,active
102272,6007,Varsha Batta,PICKER,M,19337.0,2026-05-05,Active
102273,6010,Daniel Varty,Delivery Rider,Male,44088.0,2024-08-03,RESIGNED
102274,6141,Wazir Sankar,Quality Checker,f,38401.0,2023-07-09,Active
102275,6124,Harshil Saran,Store Manager,Male,25533.0,2023-01-02,active
102276,6002,Azaan Mand,delivery rider,F,56558.0,2023-10-16,Active
102277,6044,Oliver Bakshi,delivery rider,,,2023-09-25,On Leave
102278,6030,Ubika Varughese,Quality Checker,f,16019.0,2025-04-19,Active
102279,6088,Faqid Pandey,Inventory Associate,Female,39689.0,2024-05-01,active
102280,6146,Rachit Chacko,Delivery Rider,f,27445.0,2023-12-09,Active
102281,6056,Advaith Goda,delivery rider,Male,18152.0,19-Dec-2025,active
102282,6133,Karan Tiwari,PICKER,,63308.0,2024-04-01,Resigned
102283,6120,Ganga Dixit,delivery rider,f,30065.0,23/06/2024,Resigned
102284,6033,Ojas Basak,Quality Checker,F,25465.0,2022-09-12,Active
102285,6075,Yamini Banik,PICKER,Female,19699.0,23/09/2024,Active
102286,6100,Kritika Ganesh,Delivery Rider,Female,58491.0,2025-08-15,active
102287,6006,Nilima Sarma,Picker,F,33437.0,06-06-2025,active
102288,6138,Max Pathak,Inventory Associate,F,58920.0,2023-02-04,Resigned
102289,6088,Maanav Lanka,Quality Checker,F,50231.0,12-17-2023,Active
102290,6121,Wridesh Halder,delivery rider,Female,27254.0,2023-02-15,Resigned
102291,6027,Ekansh Desai,Quality Checker,f,27780.0,2024-05-22,On Leave
102292,6080,Finn Dey,Picker,Male,40865.0,2023-07-07,On Leave
102293,6128,Darpan Rajan,Packer,Male,63338.0,2025-06-30,Active
102294,6005,Bina Bhat,Packer,f,34555.0,2025-04-02,On Leave
102295,6082,Tamanna Padmanabhan,Packer,M,33128.0,06-11-2024,Active
102296,6150,Chaitanya Dey,delivery rider,F,52129.0,04-22-2026,Active
102297,6080,Rajeshri Varty,Quality Checker,F,43450.0,2025-10-07,On Leave
102298,6016,Oscar Suri,delivery rider,f,49470.0,2023-04-03,Active
102299,6029,Zashil Saraf,Store Manager,m,53922.0,2025-10-24,active
102300,6048,Sathvik Mander,Picker,Male,31904.0,2026-07-06,Active
102301,6023,Darika Mahal,Quality Checker,m,53946.0,2024-04-23,Active
102302,6101,Upasna Koshy,Picker,F,38584.0,29-Aug-2024,Active
102303,6048,Chaaya Dutt,Packer,f,21341.0,2023-12-02,active
102304,6140,Yatan Lal,Inventory Associate,f,31792.0,2024-05-21,RESIGNED
102305,6076,Dhruv Ramesh,delivery rider,M,52478.0,2024-10-14,RESIGNED
102306,6056,Diya Goyal,Quality Checker,F,51496.0,2024-04-12,Active
102307,6149,Imaran Sankaran,Store Manager,Male,46982.0,2026-08-10,active
102308,6001,Yamini Sahota,Store Manager,Male,30800.0,2023-09-12,On Leave
102309,6074,Chameli Sen,Picker,Male,63821.0,2024-09-13,Resigned
102310,6150,Damini Vig,delivery rider,M,38564.0,2026-07-22,Active
102311,6082,Kiaan Parmar,Quality Checker,m,38612.0,2024-10-15,Active
102312,6013,Madhavi Hans,Delivery Rider,m,26886.0,2024-04-25,Resigned
102313,6047,Sanya Nanda,Inventory Associate,F,17535.0,2023-03-22,RESIGNED
102314,6084,Ubika Vohra,Store Manager,m,60716.0,2025-06-17,Resigned
102315,6027,Ansh Bhavsar,Delivery Rider,Female,41671.0,06-19-2026,Active
102316,6107,Sara Trivedi,delivery rider,M,56116.0,2024-11-05,Active
102317,6119,Raghav Reddy,Store Manager,m,38457.0,2024-05-06,Active
102318,6074,Janya Kalla,Inventory Associate,F,49577.0,2024-04-24,active
102319,7006,Janani Varghese,Delivery Rider,F,43236.0,23-Jun-2024,On Leave
102320,6048,Vihaan Salvi,Delivery Rider,Female,17871.0,2024-01-22,On Leave
102321,6098,Xavier Kaur,Quality Checker,M,32681.0,2024-06-14,Active
102322,6041,Ati Wagle,Delivery Rider,m,35268.0,2023-08-26,Active
102323,6011,Arin Kibe,delivery rider,,52520.0,2025-09-24,Active
102324,6143,Dayita Mohanty,Store Manager,m,59132.0,2024-09-21,Resigned
102325,6071,Yashawini Gokhale,delivery rider,Male,49762.0,12-03-2025,Resigned
102326,6041,Vihaan Palla,Quality Checker,M,59804.0,2024-04-10,Active
102327,6090,Jhalak Gour,Quality Checker,F,61746.0,2024-03-29,Active
102328,6139,Charita Khalsa,Packer,m,27335.0,2023-03-20,Resigned
102329,6038,Liam Arya,Delivery Rider,Male,46532.0,15/09/2025,RESIGNED
102330,6050,Yachana Subramaniam,Inventory Associate,,46472.0,2026-07-08,active
102331,6149,Kritika Chawla,Quality Checker,F,,2023-06-28,RESIGNED
102332,6070,Ekantika Saraf,Picker,M,39348.0,2025-05-27,Active
102333,6089,Hemangini Swamy,Quality Checker,F,42775.0,2023-01-22,Active
102334,6118,Pranit Suri,Packer,,57320.0,05-25-2023,Active
102335,6104,Warjas Balakrishnan,Quality Checker,M,18330.0,2024-05-25,Active
102336,6001,Raagini Kala,Picker,F,22264.0,2025-07-23,Active
102337,6026,Aarna Ratta,Store Manager,m,35023.0,2024-04-05,Active
102338,6130,Luke Babu,Picker,M,34913.0,2024-07-18,active
102339,6128,Jeevika Merchant,Delivery Rider,f,31452.0,14-Jan-2023,Active
102340,6089,Kala Rastogi,delivery rider,m,45449.0,2026-06-27,Active
102341,6023,Ekavir Sabharwal,Packer,F,51320.0,17-Oct-2024,Active
102342,6040,Omaja Kashyap,Picker,M,41601.0,2025-11-04,Active
102343,6061,Kalpit Ratta,Delivery Rider,M,28575.0,2023-05-27,RESIGNED
102344,6141,Utkarsh Bala,Delivery Rider,f,44573.0,2025-03-26,Active
102345,6127,Omisha Bhagat,Packer,Male,25844.0,2023-07-06,RESIGNED
102346,7003,Qarin Garde,delivery rider,m,41691.0,2023-03-10,Active
102347,6102,Sudiksha Bhardwaj,Quality Checker,F,52894.0,2025-09-04,Active
102348,6098,Ekaja Shankar,PICKER,M,58570.0,2023-06-14,RESIGNED
102349,6107,Jhalak Lata,Delivery Rider,F,28084.0,2024-02-11,On Leave
102350,6026,Omisha Sant,Packer,Female,23753.0,2024-04-11,RESIGNED
102351,6117,Mitesh Pal,Packer,,51129.0,2025-03-19,Active
102352,6106,Unni Dass,Inventory Associate,Female,20510.0,2023-07-19,Active
102353,6131,Oviya Sarkar,PICKER,,64898.0,2022-10-03,Active
102354,6102,Adweta Kalita,Packer,Male,45400.0,2023-12-17,On Leave
102355,6019,Logan Sami,Quality Checker,,22856.0,2023-10-09,On Leave
102356,6039,Amara Konda,Delivery Rider,f,55072.0,2023-05-07,Active
102357,6098,Siddharth Saha,PICKER,F,59342.0,2024-08-18,Active
102358,6119,Orinder Bhalla,delivery rider,Male,18624.0,2023-09-01,Resigned
102359,6038,Osha De,Delivery Rider,F,14751.0,2025-10-10,RESIGNED
102360,6144,Henry Chacko,delivery rider,M,35832.0,2024-08-02,active
102361,6061,Anika Shenoy,delivery rider,m,26597.0,2025-06-20,On Leave
102362,6089,Faraj Pandey,Store Manager,Male,44801.0,2023-08-15,On Leave
102363,6020,Udyati Baral,Quality Checker,Female,50061.0,2025-01-25,active
102364,6108,Caleb Dani,Quality Checker,m,40388.0,2023-11-07,RESIGNED
102365,6063,Warhi Manne,Store Manager,M,44484.0,2024-02-24,Active
102366,6038,Jack Dalal,Inventory Associate,Male,29125.0,2026-03-04,Active
102367,6086,Adweta Mody,Store Manager,,42310.0,02-14-2026,active
102368,6086,Vasana Choudhary,delivery rider,,45794.0,2024-05-14,Resigned
102369,6052,Zarna Palla,delivery rider,f,22613.0,2025-06-26,On Leave
102370,6062,Pooja Zachariah,Packer,Female,62713.0,2024-02-13,Resigned
102371,6144,Yamini Bakshi,PICKER,f,39155.0,2024-04-15,active
102372,6049,Qadim Narang,Picker,m,45706.0,2024-05-10,Active
102373,6027,Nitara Bhalla,delivery rider,f,50553.0,03-05-2023,Active
102374,6133,Ladli Gola,Quality Checker,f,15019.0,2024-04-21,Resigned
102375,6109,Chakradhar Pai,Packer,F,42660.0,2026-04-29,Active
102376,6029,Meghana Randhawa,Quality Checker,m,,2024-10-12,Resigned
102377,6142,Bhavika Parsa,Store Manager,Female,17307.0,2026-05-25,Active
102378,6117,Aadhya Singhal,PICKER,f,32948.0,2023-10-08,Resigned
102379,6138,Riya Aurora,Picker,,36064.0,2023-11-01,Resigned
102380,6028,George Wadhwa,Quality Checker,f,52502.0,03-Feb-2024,Resigned
102381,6089,Aarav Chowdhury,Delivery Rider,Female,28248.0,2023-12-24,Active
102382,6055,Yamini Chahal,Store Manager,Female,34522.0,2022-10-24,Resigned
102383,6088,Vaishnavi Biswas,Store Manager,Female,45210.0,23-Jun-2025,Active
102384,6122,Gavin Ahuja,Quality Checker,F,60689.0,13/11/2023,RESIGNED
102385,6037,Kavya Panchal,Picker,Male,22845.0,2022-11-10,Resigned
102386,6095,Anusha Deol,Delivery Rider,m,30691.0,2023-08-19,Active
102387,6114,Mahika Sharma,PICKER,F,20938.0,2025-09-19,On Leave
102388,6030,Rachita Oak,Delivery Rider,F,38425.0,2025-09-17,RESIGNED
102389,6081,Kamya Mahal,Quality Checker,m,49424.0,2024-06-03,Active
102390,6131,Advika Gill,PICKER,F,42189.0,01-Jan-2025,active
102391,6038,Rachita Mittal,Delivery Rider,m,59798.0,2026-03-20,Resigned
102392,6039,Shivani Mani,Store Manager,f,60013.0,2023-11-29,active
102393,6078,Ria Verma,Store Manager,M,56392.0,2026-06-25,Active
102394,6009,Chameli Mangal,Delivery Rider,Male,29433.0,07/02/2024,Resigned
102395,6025,Qadim Chaudry,Delivery Rider,F,39511.0,18-Jun-2025,Active
102396,6113,Neelima Murty,Store Manager,Male,54754.0,2023-09-07,On Leave
102397,6136,Aarush Andra,Quality Checker,Male,52934.0,2026-05-10,Active
102398,6120,Qadim Saini,Quality Checker,,46008.0,2025-01-31,active
102399,6078,Eshana Aurora,Store Manager,F,58717.0,2022-09-25,Resigned
102400,6092,Vyanjana Shankar,Inventory Associate,Female,28479.0,2024-10-15,Active
102401,6075,Upma Pillai,Delivery Rider,,38483.0,2026-07-09,Active
102402,6022,Odika Chad,PICKER,m,,2022-12-17,RESIGNED
102403,6055,Eesha Seshadri,Picker,m,20862.0,2023-04-21,Active
102404,6068,Gautami Natarajan,Quality Checker,m,57014.0,2026-04-30,Resigned
102405,6010,Gopal Venkataraman,PICKER,m,59967.0,2022-08-24,Active
102406,6022,Falak Walla,PICKER,Male,57380.0,2023-06-25,RESIGNED
102407,6035,Ojasvi Nigam,Inventory Associate,m,47782.0,2025-01-22,RESIGNED
102408,6133,Jagvi Sane,Packer,,21379.0,2025-11-02,Active
102409,6122,Ekavir Sami,Inventory Associate,F,,2025-05-01,Active
102410,6029,Zansi Chaudhry,delivery rider,m,23687.0,2024-01-14,RESIGNED
102411,6144,Onkar Narayan,Delivery Rider,F,60785.0,2022-12-01,Active
102412,6010,Devansh Prabhu,Store Manager,m,37936.0,2023-10-05,Active
102413,6075,Nandini Apte,Quality Checker,Female,29156.0,2024-10-04,active
102414,6142,Girish Goyal,Quality Checker,Female,43734.0,2024-10-27,On Leave
102415,6079,Gaurav Biswas,Quality Checker,Female,61191.0,2025-05-31,Active
102416,6125,Ojasvi Chadha,Picker,M,20441.0,2023-10-08,Active
102417,6063,Wyatt Thakkar,Delivery Rider,Male,34743.0,2024-12-03,Active
102418,6135,Qushi Mody,Quality Checker,Male,48290.0,2024-06-09,On Leave
102419,6038,Alka Dewan,Delivery Rider,F,20838.0,2025-05-07,active
102420,6051,Udarsh Patla,Store Manager,Female,32463.0,2025-08-13,Active
102421,6109,Jagat Krishnamurthy,Quality Checker,f,61993.0,2022-10-07,Active
102422,6032,Charan Roy,Packer,Male,63897.0,17-Apr-2025,RESIGNED
102423,6006,Zaid Subramanian,PICKER,M,21689.0,2023-11-07,active
102424,6008,Upkaar Kale,delivery rider,Male,41021.0,2023-11-27,Active
102425,6145,Maanav Dutt,Delivery Rider,f,42799.0,2023-12-10,Resigned
102426,6100,Hemangini Sachdev,Quality Checker,f,27746.0,2023-01-11,Resigned
102427,6057,Noah Bhalla,Picker,F,25930.0,03-24-2024,On Leave
102428,6060,Yadavi Agate,Quality Checker,M,47309.0,2025-07-10,Resigned
102429,6060,Odika Oommen,delivery rider,F,61714.0,2023-10-09,RESIGNED
102430,6023,Radha Kamdar,delivery rider,,19579.0,2025-07-28,Active
102431,6058,Tripti Wadhwa,Picker,F,47505.0,2023-12-25,Active
102432,6069,Januja Subramaniam,Delivery Rider,,33934.0,2022-11-29,Active
102433,6106,Dalaja Parmer,delivery rider,Female,25271.0,14-Aug-2026,Resigned
102434,6014,Daksha Minhas,Picker,m,27576.0,10-Aug-2024,active
102435,6125,Pooja Gera,Quality Checker,M,46495.0,2023-05-06,On Leave
102436,6076,Vasana Chakrabarti,Delivery Rider,,57875.0,2024-05-11,RESIGNED
102437,6073,Yuvraj Bhandari,Picker,m,64986.0,2023-01-15,RESIGNED
102438,6115,Baljiwan Thakkar,Delivery Rider,Male,46890.0,2022-10-13,Resigned
102439,6045,Chaitanya Devan,delivery rider,M,47886.0,2024-04-11,active
102440,6053,Sanaya Lad,Delivery Rider,Male,23159.0,2022-11-05,active
102441,6056,Gaurika Chada,Store Manager,,51334.0,26/12/2023,RESIGNED
102442,6113,Oviya Ahluwalia,Delivery Rider,F,50173.0,2023-12-17,active
102443,6024,Madhavi Ganesan,delivery rider,Male,47679.0,2024-03-25,active
102444,6060,Lopa Wali,Picker,Female,62061.0,2022-09-22,RESIGNED
102445,6141,Neha Mangat,delivery rider,M,16149.0,2025-06-14,active
102446,6108,Hemal Bakshi,delivery rider,m,49375.0,22/11/2025,Active
102447,6036,Keya Lalla,Delivery Rider,m,30265.0,2022-10-20,active
102448,6150,Yashvi Bhandari,Packer,f,,2023-05-14,On Leave
102449,6126,Omaja Kalla,Delivery Rider,F,25942.0,07/05/2023,RESIGNED
102450,6091,Gaurika Mistry,Inventory Associate,f,24774.0,18/01/2024,Active
102451,6044,Advaith Dara,PICKER,f,17246.0,2023-08-24,Active
102452,6075,Devika Rajagopal,Picker,Female,17204.0,2023-07-25,Active
102453,6002,Ekanta Rama,Quality Checker,M,16004.0,2026-01-21,Active
102454,6123,Yashvi Suri,PICKER,M,55697.0,2024-01-14,RESIGNED
102455,6004,Jatin Mall,Inventory Associate,Female,56655.0,27-Aug-2024,RESIGNED
102456,6107,Yashvi Parsa,Inventory Associate,m,17817.0,2025-10-26,Active
102457,6090,Tarak Kunda,Store Manager,,47613.0,10/05/2026,RESIGNED
102458,6007,Hredhaan Memon,Inventory Associate,f,15396.0,2025-09-26,On Leave
102459,6112,Yamini Garg,Store Manager,f,,15-Aug-2026,RESIGNED
102460,6142,Warda Venkatesh,PICKER,Male,20386.0,08-13-2025,Active
102461,6045,Wyatt Padmanabhan,PICKER,m,20208.0,2024-09-05,active
102462,6137,Wyatt Gade,delivery rider,Male,45106.0,2023-02-28,Active
102463,6052,Pranit Venkataraman,Store Manager,M,26194.0,2023-08-01,active
102464,6144,Indrajit Bhatnagar,PICKER,f,33480.0,2023-05-31,Active
102465,6116,Advay Trivedi,Picker,f,17498.0,2023-07-18,RESIGNED
102466,6048,Anya Goyal,Quality Checker,Male,46958.0,08-09-2023,On Leave
102467,6093,Timothy Chada,Store Manager,Male,46487.0,2024-09-27,Active
102468,6058,Charvi Saran,Picker,M,62285.0,2022-10-13,active
102469,6126,Vaishnavi Nagarajan,Quality Checker,F,44561.0,2024-09-12,Active
102470,6126,Saksham Sethi,delivery rider,f,40284.0,11-Nov-2025,Active
102471,6018,Gaurav Narayan,delivery rider,m,,2026-05-16,Active
102472,6107,Rachita Mahajan,Quality Checker,f,18902.0,26/12/2023,Active
102473,6036,Chanchal Sandal,Packer,m,34846.0,2025-08-05,RESIGNED
102474,6054,Jack Mistry,Picker,f,51972.0,2025-08-05,Resigned
102475,6083,Ucchal Sathe,PICKER,Male,32216.0,2025-02-04,Active
102476,6036,Laksh Mohan,Inventory Associate,f,61606.0,2024-12-28,Active
102477,6091,Bhavini Wagle,delivery rider,m,41452.0,2025-08-12,Resigned
102478,6002,Victor Agarwal,delivery rider,M,32553.0,2024-08-25,Active
102479,6016,Arya Bath,Packer,Male,25808.0,2025-08-15,On Leave
102480,6003,Priya Bajwa,Packer,m,57508.0,2026-04-15,active
102481,6035,Warhi Bahl,Picker,F,18167.0,2024-03-17,On Leave
102482,6005,Keya Edwin,Picker,F,21897.0,2023-09-28,Active
102483,6089,Isha Johal,PICKER,Male,19404.0,2023-08-18,Active
102484,6134,Harita Dara,Quality Checker,Male,29966.0,2026-04-03,On Leave
102485,6046,Harsh Gulati,Inventory Associate,M,28303.0,2025-03-25,active
102486,6114,Tanish Sinha,Quality Checker,M,19235.0,2025-12-23,Active
102487,6030,Maya Rajagopalan,PICKER,Female,35881.0,2026-02-16,active
102488,6096,Shivansh Mangat,Quality Checker,f,50596.0,2024-12-17,Active
102489,6041,Vihaan Cheema,Inventory Associate,,33754.0,2025-05-23,Active
102490,7000,Zayyan Rastogi,Picker,m,40580.0,2025-01-20,Resigned
102491,6008,Radhika Nori,Quality Checker,Female,57566.0,2024-03-04,active
102492,6042,Tristan Kar,Delivery Rider,M,23585.0,2024-06-19,Active
102493,6109,Urmi Kanda,delivery rider,Female,20012.0,2025-04-29,active
102494,6010,Vamakshi Choudhry,PICKER,F,,2025-03-11,Active
102495,6010,Aashi Chahal,PICKER,Male,28280.0,2023-04-29,RESIGNED
102496,6139,Falguni Raja,Picker,F,32606.0,2025-10-05,Resigned
102497,6068,Siddharth Oommen,Inventory Associate,M,46278.0,2025-01-31,Active
102498,6112,Nikita Sarraf,Inventory Associate,,15170.0,2025-11-09,RESIGNED
102499,6069,Jeevika Shenoy,Store Manager,Female,22685.0,2024-02-04,Active
102500,6081,Nidhi Sekhon,Packer,Male,,07-26-2024,Resigned
102501,6038,Meghana Menon,PICKER,,19455.0,2023-02-04,Active
102502,6042,Yoshita Vora,Delivery Rider,M,44098.0,2024-11-23,Active
102503,6137,Oviya Kala,Picker,f,61876.0,2026-08-07,On Leave
102504,6113,Jalsa Rastogi,PICKER,f,35346.0,2023-07-15,On Leave
102505,6015,Xavier Bhatti,Delivery Rider,F,55107.0,2024-06-28,On Leave
102506,6124,Arya Ratta,PICKER,Male,39805.0,2025-10-18,On Leave
102507,6133,Abhiram Deep,PICKER,F,57720.0,2024-11-20,Active
102508,6098,Ekani Purohit,delivery rider,Female,49836.0,2024-10-11,RESIGNED
102509,6035,Hemangini Choudhary,PICKER,f,41529.0,2026-03-30,Active
102510,6144,Hritik Gill,Store Manager,m,24961.0,07-Dec-2023,Active
102511,6110,Chatura Toor,PICKER,,23486.0,2024-03-15,Resigned
102512,6067,Yutika Kade,Store Manager,Male,56995.0,2022-12-24,RESIGNED
102513,6001,Lakshit Dara,delivery rider,m,52291.0,07/06/2024,Active
102514,6072,Dhriti Karan,Picker,M,25224.0,2024-03-04,Resigned
102515,6131,Anjali Gulati,Packer,f,26087.0,2024-02-08,active
102516,6122,Ladli Bath,PICKER,Male,26797.0,2023-11-06,RESIGNED
102517,6128,Sachi Narayan,Picker,Female,36981.0,2025-11-16,RESIGNED
102518,6112,Azaan Ahuja,Packer,Male,27302.0,2025-01-30,On Leave
102519,6019,Darpan Bhatt,Picker,m,62408.0,2024-02-21,active
102520,6089,Gayathri Agate,Store Manager,M,46900.0,2026-07-21,Active
102521,6074,Gagan Dash,Store Manager,M,19452.0,2026-02-16,Resigned
102522,6011,Ekbal Sarma,Packer,F,28105.0,17/08/2024,On Leave
102523,6052,Chandresh Korpal,Delivery Rider,Male,15763.0,2025-10-12,Active
102524,6075,Andrew Mohanty,PICKER,Female,41149.0,2024-12-08,On Leave
102525,6023,Lakshit Mann,PICKER,M,58427.0,2023-07-26,Active
102526,6060,Lekha Mitter,Packer,F,21686.0,2023-10-21,Active
102527,6032,Dhruv Prabhu,PICKER,m,44888.0,2025-04-18,On Leave
102528,6113,Logan Basak,PICKER,f,,2025-07-18,Active
102529,6012,Bhavani Bhakta,Quality Checker,Female,60585.0,2024-08-19,Resigned
102530,6140,Farhan Mangal,Picker,Male,32408.0,2023-04-23,On Leave
102531,6015,Bina Mangal,Inventory Associate,Female,40400.0,2024-11-27,Resigned
102532,6125,Gaurangi Johal,Store Manager,F,15272.0,2025-11-24,On Leave
102533,6134,Aadi Kadakia,PICKER,M,60558.0,2024-12-13,On Leave
102534,6031,Ranbir Varughese,Inventory Associate,Male,14487.0,2024-03-03,Active
102535,6094,Victor Dasgupta,Packer,f,62946.0,2024-05-29,On Leave
102536,6132,Tamanna Sankaran,Store Manager,f,46505.0,2026-01-03,active
102537,6011,Yashoda Sachdev,Quality Checker,Female,26251.0,2024-01-14,active
102538,6086,Zaitra Ram,Packer,Male,,2026-07-10,Active
102539,6031,Alka Buch,Picker,F,47797.0,2023-12-03,Active
102540,6074,Wridesh Sem,Packer,M,51997.0,2024-08-12,Active
102541,6080,Gabriel Keer,Store Manager,Female,53462.0,2025-03-29,Resigned
102542,6102,Chatura Bansal,Quality Checker,Female,31779.0,2022-12-17,active
102543,6112,Harini Saraf,PICKER,m,52128.0,2025-01-05,active
102544,6083,Onveer Chakraborty,Packer,Male,18011.0,01-22-2025,Active
102545,6050,Kabir Ghosh,delivery rider,m,46697.0,2026-03-28,Resigned
102546,6073,Daksh Chadha,Delivery Rider,m,43833.0,2024-04-07,Active
102547,6001,Amara Palla,Store Manager,f,46848.0,2023-01-15,On Leave
102548,6010,Anusha Sibal,Inventory Associate,,28428.0,14/04/2023,RESIGNED
102549,6089,Hemang Kanda,delivery rider,F,35020.0,2022-11-19,RESIGNED
102550,6108,Viraj Luthra,Store Manager,F,52651.0,2024-04-01,Active
102551,6065,Kashvi Ben,Delivery Rider,Female,38667.0,2023-04-13,Resigned
102552,6127,Upadhriti Kara,Store Manager,m,49351.0,2025-07-26,Active
102553,6021,Ethan Chadha,PICKER,m,22307.0,2023-07-16,Resigned
102554,6144,Arjun Din,Quality Checker,Female,42455.0,2026-04-15,active
102555,6140,Bishakha Dayal,Quality Checker,f,48053.0,2023-04-09,RESIGNED
102556,6126,Yatin Karpe,PICKER,f,43947.0,2025-11-01,Active
102557,6014,Wahab Dhar,Quality Checker,f,58412.0,2025-05-19,RESIGNED
102558,6146,Tanveer Sane,Inventory Associate,F,42371.0,2024-05-03,Active
102559,6144,Kamya Kala,Packer,m,58947.0,2023-04-29,On Leave
102560,6035,Girish Krishnamurthy,Picker,M,39180.0,2023-08-30,active
102561,6074,Abhiram Dar,delivery rider,Male,58168.0,2023-10-23,RESIGNED
102562,6055,Samuel Deshmukh,Quality Checker,M,41427.0,2025-03-13,Resigned
102563,6069,Advay Pillai,Delivery Rider,f,35885.0,2024-12-08,Active
102564,6004,Fariq Mahal,delivery rider,Male,33525.0,2024-02-10,active
102565,6016,Yochana Varma,Delivery Rider,,28001.0,2025-10-12,RESIGNED
102566,6133,Vrinda Zachariah,delivery rider,,61957.0,2026-06-21,Active
102567,6140,Dalaja Soman,Quality Checker,f,59360.0,2025-09-01,Resigned
102568,6136,Jagdish Nayar,PICKER,f,50535.0,2023-03-02,RESIGNED
102569,6056,Aadhya Prabhu,Delivery Rider,Male,,2025-08-08,Active
102570,6137,Vrishti Aurora,Picker,Female,32544.0,2024-10-17,active
102571,6072,Vrishti Khanna,Quality Checker,f,54712.0,2022-11-18,On Leave
102572,6094,Laksh Babu,delivery rider,,41746.0,2024-03-17,On Leave
