employee_id,store_id,employee_name,role,gender,monthly_salary_inr,joining_date,employment_status,clean_store_id,salary_status,work_status
102301,6023,Darika Mahal,Quality Checker,Male,53946.0,2024-04-23,Active,6023,Normal,Currently Working
102302,6101,Upasna Koshy,Picker,Female,38584.0,2024-08-29,Active,6101,Normal,Currently Working
102303,6048,Chaaya Dutt,Packer,Female,21341.0,2023-12-02,Active,6048,Normal,Currently Working
102304,6140,Yatan Lal,Inventory Associate,Female,31792.0,2024-05-21,Resigned,6140,Normal,Resigned
102305,6076,Dhruv Ramesh,Delivery Rider,Male,52478.0,2024-10-14,Resigned,6076,Normal,Resigned
102306,6056,Diya Goyal,Quality Checker,Female,51496.0,2024-04-12,Active,6056,Normal,Currently Working
102307,6149,Imaran Sankaran,Store Manager,Male,46982.0,2026-08-10,Active,6149,Normal,Currently Working
102308,6001,Yamini Sahota,Store Manager,Male,30800.0,2023-09-12,On Leave,6001,Normal,On Leave
102309,6074,Chameli Sen,Picker,Male,63821.0,2024-09-13,Resigned,6074,Normal,Resigned
102310,6150,Damini Vig,Delivery Rider,Male,38564.0,2026-07-22,Active,6150,Normal,Currently Working
102311,6082,Kiaan Parmar,Quality Checker,Male,38612.0,2024-10-15,Active,6082,Normal,Currently Working
102312,6013,Madhavi Hans,Delivery Rider,Male,26886.0,2024-04-25,Resigned,6013,Normal,Resigned
102313,6047,Sanya Nanda,Inventory Associate,Female,17535.0,2023-03-22,Resigned,6047,Normal,Resigned
102314,6084,Ubika Vohra,Store Manager,Male,60716.0,2025-06-17,Resigned,6084,Normal,Resigned
102315,6027,Ansh Bhavsar,Delivery Rider,Female,41671.0,2026-06-19,Active,6027,Normal,Currently Working
102316,6107,Sara Trivedi,Delivery Rider,Male,56116.0,2024-11-05,Active,6107,Normal,Currently Working
102317,6119,Raghav Reddy,Store Manager,Male,38457.0,2024-05-06,Active,6119,Normal,Currently Working
102318,6074,Janya Kalla,Inventory Associate,Female,49577.0,2024-04-24,Active,6074,Normal,Currently Working
102319,7006,Janani Varghese,Delivery Rider,Female,43236.0,2024-06-23,On Leave,6007,Normal,On Leave
102320,6048,Vihaan Salvi,Delivery Rider,Female,17871.0,2024-01-22,On Leave,6048,Normal,On Leave
102321,6098,Xavier Kaur,Quality Checker,Male,32681.0,2024-06-14,Active,6098,Normal,Currently Working
102322,6041,Ati Wagle,Delivery Rider,Male,35268.0,2023-08-26,Active,6041,Normal,Currently Working
102323,6011,Arin Kibe,Delivery Rider,Unknown,52520.0,2025-09-24,Active,6011,Normal,Currently Working
102324,6143,Dayita Mohanty,Store Manager,Male,59132.0,2024-09-21,Resigned,6143,Normal,Resigned
102325,6071,Yashawini Gokhale,Delivery Rider,Male,49762.0,2025-12-03,Resigned,6071,Normal,Resigned
102326,6041,Vihaan Palla,Quality Checker,Male,59804.0,2024-04-10,Active,6041,Normal,Currently Working
102327,6090,Jhalak Gour,Quality Checker,Female,61746.0,2024-03-29,Active,6090,Normal,Currently Working
102328,6139,Charita Khalsa,Packer,Male,27335.0,2023-03-20,Resigned,6139,Normal,Resigned
102329,6038,Liam Arya,Delivery Rider,Male,46532.0,2025-09-15,Resigned,6038,Normal,Resigned
102330,6050,Yachana Subramaniam,Inventory Associate,Unknown,46472.0,2026-07-08,Active,6050,Normal,Currently Working
102331,6149,Kritika Chawla,Quality Checker,Female,39702.5,2023-06-28,Resigned,6149,Normal,Resigned
102332,6070,Ekantika Saraf,Picker,Male,39348.0,2025-05-27,Active,6070,Normal,Currently Working
102333,6089,Hemangini Swamy,Quality Checker,Female,42775.0,2023-01-22,Active,6089,Normal,Currently Working
102334,6118,Pranit Suri,Packer,Unknown,57320.0,2023-05-25,Active,6118,Normal,Currently Working
102335,6104,Warjas Balakrishnan,Quality Checker,Male,18330.0,2024-05-25,Active,6104,Normal,Currently Working
102336,6001,Raagini Kala,Picker,Female,22264.0,2025-07-23,Active,6001,Normal,Currently Working
102337,6026,Aarna Ratta,Store Manager,Male,35023.0,2024-04-05,Active,6026,Normal,Currently Working
102338,6130,Luke Babu,Picker,Male,34913.0,2024-07-18,Active,6130,Normal,Currently Working
102339,6128,Jeevika Merchant,Delivery Rider,Female,31452.0,2023-01-14,Active,6128,Normal,Currently Working
102340,6089,Kala Rastogi,Delivery Rider,Male,45449.0,2026-06-27,Active,6089,Normal,Currently Working
102341,6023,Ekavir Sabharwal,Packer,Female,51320.0,2024-10-17,Active,6023,Normal,Currently Working
102342,6040,Omaja Kashyap,Picker,Male,41601.0,2025-11-04,Active,6040,Normal,Currently Working
102343,6061,Kalpit Ratta,Delivery Rider,Male,28575.0,2023-05-27,Resigned,6061,Normal,Resigned
102344,6141,Utkarsh Bala,Delivery Rider,Female,44573.0,2025-03-26,Active,6141,Normal,Currently Working
102345,6127,Omisha Bhagat,Packer,Male,25844.0,2023-07-06,Resigned,6127,Normal,Resigned
102346,7003,Qarin Garde,Delivery Rider,Male,41691.0,2023-03-10,Active,6004,Normal,Currently Working
102347,6102,Sudiksha Bhardwaj,Quality Checker,Female,52894.0,2025-09-04,Active,6102,Normal,Currently Working
102348,6098,Ekaja Shankar,Picker,Male,58570.0,2023-06-14,Resigned,6098,Normal,Resigned
102349,6107,Jhalak Lata,Delivery Rider,Female,28084.0,2024-02-11,On Leave,6107,Normal,On Leave
102350,6026,Omisha Sant,Packer,Female,23753.0,2024-04-11,Resigned,6026,Normal,Resigned
102351,6117,Mitesh Pal,Packer,Unknown,51129.0,2025-03-19,Active,6117,Normal,Currently Working
102352,6106,Unni Dass,Inventory Associate,Female,20510.0,2023-07-19,Active,6106,Normal,Currently Working
102353,6131,Oviya Sarkar,Picker,Unknown,64898.0,2022-10-03,Active,6131,Normal,Currently Working
102354,6102,Adweta Kalita,Packer,Male,45400.0,2023-12-17,On Leave,6102,Normal,On Leave
102355,6019,Logan Sami,Quality Checker,Unknown,22856.0,2023-10-09,On Leave,6019,Normal,On Leave
102356,6039,Amara Konda,Delivery Rider,Female,55072.0,2023-05-07,Active,6039,Normal,Currently Working
102357,6098,Siddharth Saha,Picker,Female,59342.0,2024-08-18,Active,6098,Normal,Currently Working
102358,6119,Orinder Bhalla,Delivery Rider,Male,18624.0,2023-09-01,Resigned,6119,Normal,Resigned
102359,6038,Osha De,Delivery Rider,Female,14751.0,2025-10-10,Resigned,6038,Normal,Resigned
102360,6144,Henry Chacko,Delivery Rider,Male,35832.0,2024-08-02,Active,6144,Normal,Currently Working
102361,6061,Anika Shenoy,Delivery Rider,Male,26597.0,2025-06-20,On Leave,6061,Normal,On Leave
102362,6089,Faraj Pandey,Store Manager,Male,44801.0,2023-08-15,On Leave,6089,Normal,On Leave
102363,6020,Udyati Baral,Quality Checker,Female,50061.0,2025-01-25,Active,6020,Normal,Currently Working
102364,6108,Caleb Dani,Quality Checker,Male,40388.0,2023-11-07,Resigned,6108,Normal,Resigned
102365,6063,Warhi Manne,Store Manager,Male,44484.0,2024-02-24,Active,6063,Normal,Currently Working
102366,6038,Jack Dalal,Inventory Associate,Male,29125.0,2026-03-04,Active,6038,Normal,Currently Working
102367,6086,Adweta Mody,Store Manager,Unknown,42310.0,2026-02-14,Active,6086,Normal,Currently Working
102368,6086,Vasana Choudhary,Delivery Rider,Unknown,45794.0,2024-05-14,Resigned,6086,Normal,Resigned
102369,6052,Zarna Palla,Delivery Rider,Female,22613.0,2025-06-26,On Leave,6052,Normal,On Leave
102370,6062,Pooja Zachariah,Packer,Female,62713.0,2024-02-13,Resigned,6062,Normal,Resigned
102371,6144,Yamini Bakshi,Picker,Female,39155.0,2024-04-15,Active,6144,Normal,Currently Working
102372,6049,Qadim Narang,Picker,Male,45706.0,2024-05-10,Active,6049,Normal,Currently Working
102373,6027,Nitara Bhalla,Delivery Rider,Female,50553.0,2023-03-05,Active,6027,Normal,Currently Working
102374,6133,Ladli Gola,Quality Checker,Female,15019.0,2024-04-21,Resigned,6133,Normal,Resigned
102375,6109,Chakradhar Pai,Packer,Female,42660.0,2026-04-29,Active,6109,Normal,Currently Working
102376,6029,Meghana Randhawa,Quality Checker,Male,39702.5,2024-10-12,Resigned,6029,Normal,Resigned
102377,6142,Bhavika Parsa,Store Manager,Female,17307.0,2026-05-25,Active,6142,Normal,Currently Working
102378,6117,Aadhya Singhal,Picker,Female,32948.0,2023-10-08,Resigned,6117,Normal,Resigned
102379,6138,Riya Aurora,Picker,Unknown,36064.0,2023-11-01,Resigned,6138,Normal,Resigned
102380,6028,George Wadhwa,Quality Checker,Female,52502.0,2024-02-03,Resigned,6028,Normal,Resigned
102381,6089,Aarav Chowdhury,Delivery Rider,Female,28248.0,2023-12-24,Active,6089,Normal,Currently Working
102382,6055,Yamini Chahal,Store Manager,Female,34522.0,2022-10-24,Resigned,6055,Normal,Resigned
102383,6088,Vaishnavi Biswas,Store Manager,Female,45210.0,2025-06-23,Active,6088,Normal,Currently Working
102384,6122,Gavin Ahuja,Quality Checker,Female,60689.0,2023-11-13,Resigned,6122,Normal,Resigned
102385,6037,Kavya Panchal,Picker,Male,22845.0,2022-11-10,Resigned,6037,Normal,Resigned
102386,6095,Anusha Deol,Delivery Rider,Male,30691.0,2023-08-19,Active,6095,Normal,Currently Working
102387,6114,Mahika Sharma,Picker,Female,20938.0,2025-09-19,On Leave,6114,Normal,On Leave
102388,6030,Rachita Oak,Delivery Rider,Female,38425.0,2025-09-17,Resigned,6030,Normal,Resigned
102389,6081,Kamya Mahal,Quality Checker,Male,49424.0,2024-06-03,Active,6081,Normal,Currently Working
102390,6131,Advika Gill,Picker,Female,42189.0,2025-01-01,Active,6131,Normal,Currently Working
102391,6038,Rachita Mittal,Delivery Rider,Male,59798.0,2026-03-20,Resigned,6038,Normal,Resigned
102392,6039,Shivani Mani,Store Manager,Female,60013.0,2023-11-29,Active,6039,Normal,Currently Working
102393,6078,Ria Verma,Store Manager,Male,56392.0,2026-06-25,Active,6078,Normal,Currently Working
102394,6009,Chameli Mangal,Delivery Rider,Male,29433.0,2024-07-02,Resigned,6009,Normal,Resigned
102395,6025,Qadim Chaudry,Delivery Rider,Female,39511.0,2025-06-18,Active,6025,Normal,Currently Working
102396,6113,Neelima Murty,Store Manager,Male,54754.0,2023-09-07,On Leave,6113,Normal,On Leave
102397,6136,Aarush Andra,Quality Checker,Male,52934.0,2026-05-10,Active,6136,Normal,Currently Working
102398,6120,Qadim Saini,Quality Checker,Unknown,46008.0,2025-01-31,Active,6120,Normal,Currently Working
102399,6078,Eshana Aurora,Store Manager,Female,58717.0,2022-09-25,Resigned,6078,Normal,Resigned
102400,6092,Vyanjana Shankar,Inventory Associate,Female,28479.0,2024-10-15,Active,6092,Normal,Currently Working
102401,6075,Upma Pillai,Delivery Rider,Unknown,38483.0,2026-07-09,Active,6075,Normal,Currently Working
102402,6022,Odika Chad,Picker,Male,38424.5,2022-12-17,Resigned,6022,Normal,Resigned
102403,6055,Eesha Seshadri,Picker,Male,20862.0,2023-04-21,Active,6055,Normal,Currently Working
102404,6068,Gautami Natarajan,Quality Checker,Male,57014.0,2026-04-30,Resigned,6068,Normal,Resigned
102405,6010,Gopal Venkataraman,Picker,Male,59967.0,2022-08-24,Active,6010,Normal,Currently Working
102406,6022,Falak Walla,Picker,Male,57380.0,2023-06-25,Resigned,6022,Normal,Resigned
102407,6035,Ojasvi Nigam,Inventory Associate,Male,47782.0,2025-01-22,Resigned,6035,Normal,Resigned
102408,6133,Jagvi Sane,Packer,Unknown,21379.0,2025-11-02,Active,6133,Normal,Currently Working
102409,6122,Ekavir Sami,Inventory Associate,Female,40106.5,2025-05-01,Active,6122,Normal,Currently Working
102410,6029,Zansi Chaudhry,Delivery Rider,Male,23687.0,2024-01-14,Resigned,6029,Normal,Resigned
102411,6144,Onkar Narayan,Delivery Rider,Female,60785.0,2022-12-01,Active,6144,Normal,Currently Working
102412,6010,Devansh Prabhu,Store Manager,Male,37936.0,2023-10-05,Active,6010,Normal,Currently Working
102413,6075,Nandini Apte,Quality Checker,Female,29156.0,2024-10-04,Active,6075,Normal,Currently Working
102414,6142,Girish Goyal,Quality Checker,Female,43734.0,2024-10-27,On Leave,6142,Normal,On Leave
102415,6079,Gaurav Biswas,Quality Checker,Female,61191.0,2025-05-31,Active,6079,Normal,Currently Working
102416,6125,Ojasvi Chadha,Picker,Male,20441.0,2023-10-08,Active,6125,Normal,Currently Working
102417,6063,Wyatt Thakkar,Delivery Rider,Male,34743.0,2024-12-03,Active,6063,Normal,Currently Working
102418,6135,Qushi Mody,Quality Checker,Male,48290.0,2024-06-09,On Leave,6135,Normal,On Leave
102419,6038,Alka Dewan,Delivery Rider,Female,20838.0,2025-05-07,Active,6038,Normal,Currently Working
102420,6051,Udarsh Patla,Store Manager,Female,32463.0,2025-08-13,Active,6051,Normal,Currently Working
102421,6109,Jagat Krishnamurthy,Quality Checker,Female,61993.0,2022-10-07,Active,6109,Normal,Currently Working
102422,6032,Charan Roy,Packer,Male,63897.0,2025-04-17,Resigned,6032,Normal,Resigned
102423,6006,Zaid Subramanian,Picker,Male,21689.0,2023-11-07,Active,6006,Normal,Currently Working
102424,6008,Upkaar Kale,Delivery Rider,Male,41021.0,2023-11-27,Active,6008,Normal,Currently Working
102425,6145,Maanav Dutt,Delivery Rider,Female,42799.0,2023-12-10,Resigned,6145,Normal,Resigned
102426,6100,Hemangini Sachdev,Quality Checker,Female,27746.0,2023-01-11,Resigned,6100,Normal,Resigned
102427,6057,Noah Bhalla,Picker,Female,25930.0,2024-03-24,On Leave,6057,Normal,On Leave
102428,6060,Yadavi Agate,Quality Checker,Male,47309.0,2025-07-10,Resigned,6060,Normal,Resigned
102429,6060,Odika Oommen,Delivery Rider,Female,61714.0,2023-10-09,Resigned,6060,Normal,Resigned
102430,6023,Radha Kamdar,Delivery Rider,Unknown,19579.0,2025-07-28,Active,6023,Normal,Currently Working
102431,6058,Tripti Wadhwa,Picker,Female,47505.0,2023-12-25,Active,6058,Normal,Currently Working
102432,6069,Januja Subramaniam,Delivery Rider,Unknown,33934.0,2022-11-29,Active,6069,Normal,Currently Working
102433,6106,Dalaja Parmer,Delivery Rider,Female,25271.0,2026-08-14,Resigned,6106,Normal,Resigned
102434,6014,Daksha Minhas,Picker,Male,27576.0,2024-08-10,Active,6014,Normal,Currently Working
102435,6125,Pooja Gera,Quality Checker,Male,46495.0,2023-05-06,On Leave,6125,Normal,On Leave
102436,6076,Vasana Chakrabarti,Delivery Rider,Unknown,57875.0,2024-05-11,Resigned,6076,Normal,Resigned
102437,6073,Yuvraj Bhandari,Picker,Male,64986.0,2023-01-15,Resigned,6073,Normal,Resigned
102438,6115,Baljiwan Thakkar,Delivery Rider,Male,46890.0,2022-10-13,Resigned,6115,Normal,Resigned
102439,6045,Chaitanya Devan,Delivery Rider,Male,47886.0,2024-04-11,Active,6045,Normal,Currently Working
102440,6053,Sanaya Lad,Delivery Rider,Male,23159.0,2022-11-05,Active,6053,Normal,Currently Working
102441,6056,Gaurika Chada,Store Manager,Unknown,51334.0,2023-12-26,Resigned,6056,Normal,Resigned
102442,6113,Oviya Ahluwalia,Delivery Rider,Female,50173.0,2023-12-17,Active,6113,Normal,Currently Working
102443,6024,Madhavi Ganesan,Delivery Rider,Male,47679.0,2024-03-25,Active,6024,Normal,Currently Working
102444,6060,Lopa Wali,Picker,Female,62061.0,2022-09-22,Resigned,6060,Normal,Resigned
102445,6141,Neha Mangat,Delivery Rider,Male,16149.0,2025-06-14,Active,6141,Normal,Currently Working
102446,6108,Hemal Bakshi,Delivery Rider,Male,49375.0,2025-11-22,Active,6108,Normal,Currently Working
102447,6036,Keya Lalla,Delivery Rider,Male,30265.0,2022-10-20,Active,6036,Normal,Currently Working
102448,6150,Yashvi Bhandari,Packer,Female,40162.0,2023-05-14,On Leave,6150,Normal,On Leave
102449,6126,Omaja Kalla,Delivery Rider,Female,25942.0,2023-07-05,Resigned,6126,Normal,Resigned
102450,6091,Gaurika Mistry,Inventory Associate,Female,24774.0,2024-01-18,Active,6091,Normal,Currently Working
102451,6044,Advaith Dara,Picker,Female,17246.0,2023-08-24,Active,6044,Normal,Currently Working
102452,6075,Devika Rajagopal,Picker,Female,17204.0,2023-07-25,Active,6075,Normal,Currently Working
102453,6002,Ekanta Rama,Quality Checker,Male,16004.0,2026-01-21,Active,6002,Normal,Currently Working
102454,6123,Yashvi Suri,Picker,Male,55697.0,2024-01-14,Resigned,6123,Normal,Resigned
102455,6004,Jatin Mall,Inventory Associate,Female,56655.0,2024-08-27,Resigned,6004,Normal,Resigned
102456,6107,Yashvi Parsa,Inventory Associate,Male,17817.0,2025-10-26,Active,6107,Normal,Currently Working
102457,6090,Tarak Kunda,Store Manager,Unknown,47613.0,2026-10-05,Resigned,6090,Normal,Resigned
102458,6007,Hredhaan Memon,Inventory Associate,Female,15396.0,2025-09-26,On Leave,6007,Normal,On Leave
102459,6112,Yamini Garg,Store Manager,Female,38812.0,2026-08-15,Resigned,6112,Normal,Resigned
102460,6142,Warda Venkatesh,Picker,Male,20386.0,2025-08-13,Active,6142,Normal,Currently Working
102461,6045,Wyatt Padmanabhan,Picker,Male,20208.0,2024-09-05,Active,6045,Normal,Currently Working
102462,6137,Wyatt Gade,Delivery Rider,Male,45106.0,2023-02-28,Active,6137,Normal,Currently Working
102463,6052,Pranit Venkataraman,Store Manager,Male,26194.0,2023-08-01,Active,6052,Normal,Currently Working
102464,6144,Indrajit Bhatnagar,Picker,Female,33480.0,2023-05-31,Active,6144,Normal,Currently Working
102465,6116,Advay Trivedi,Picker,Female,17498.0,2023-07-18,Resigned,6116,Normal,Resigned
102466,6048,Anya Goyal,Quality Checker,Male,46958.0,2023-08-09,On Leave,6048,Normal,On Leave
102467,6093,Timothy Chada,Store Manager,Male,46487.0,2024-09-27,Active,6093,Normal,Currently Working
102468,6058,Charvi Saran,Picker,Male,62285.0,2022-10-13,Active,6058,Normal,Currently Working
102469,6126,Vaishnavi Nagarajan,Quality Checker,Female,44561.0,2024-09-12,Active,6126,Normal,Currently Working
102470,6126,Saksham Sethi,Delivery Rider,Female,40284.0,2025-11-11,Active,6126,Normal,Currently Working
102471,6018,Gaurav Narayan,Delivery Rider,Male,39424.5,2026-05-16,Active,6018,Normal,Currently Working
102472,6107,Rachita Mahajan,Quality Checker,Female,18902.0,2023-12-26,Active,6107,Normal,Currently Working
102473,6036,Chanchal Sandal,Packer,Male,34846.0,2025-08-05,Resigned,6036,Normal,Resigned
102474,6054,Jack Mistry,Picker,Female,51972.0,2025-08-05,Resigned,6054,Normal,Resigned
102475,6083,Ucchal Sathe,Picker,Male,32216.0,2025-02-04,Active,6083,Normal,Currently Working
102476,6036,Laksh Mohan,Inventory Associate,Female,61606.0,2024-12-28,Active,6036,Normal,Currently Working
102477,6091,Bhavini Wagle,Delivery Rider,Male,41452.0,2025-08-12,Resigned,6091,Normal,Resigned
102478,6002,Victor Agarwal,Delivery Rider,Male,32553.0,2024-08-25,Active,6002,Normal,Currently Working
102479,6016,Arya Bath,Packer,Male,25808.0,2025-08-15,On Leave,6016,Normal,On Leave
102480,6003,Priya Bajwa,Packer,Male,57508.0,2026-04-15,Active,6003,Normal,Currently Working
102481,6035,Warhi Bahl,Picker,Female,18167.0,2024-03-17,On Leave,6035,Normal,On Leave
102482,6005,Keya Edwin,Picker,Female,21897.0,2023-09-28,Active,6005,Normal,Currently Working
102483,6089,Isha Johal,Picker,Male,19404.0,2023-08-18,Active,6089,Normal,Currently Working
102484,6134,Harita Dara,Quality Checker,Male,29966.0,2026-04-03,On Leave,6134,Normal,On Leave
102485,6046,Harsh Gulati,Inventory Associate,Male,28303.0,2025-03-25,Active,6046,Normal,Currently Working
102486,6114,Tanish Sinha,Quality Checker,Male,19235.0,2025-12-23,Active,6114,Normal,Currently Working
102487,6030,Maya Rajagopalan,Picker,Female,35881.0,2026-02-16,Active,6030,Normal,Currently Working
102488,6096,Shivansh Mangat,Quality Checker,Female,50596.0,2024-12-17,Active,6096,Normal,Currently Working
102489,6041,Vihaan Cheema,Inventory Associate,Unknown,33754.0,2025-05-23,Active,6041,Normal,Currently Working
102490,7000,Zayyan Rastogi,Picker,Male,40580.0,2025-01-20,Resigned,6001,Normal,Resigned
102491,6008,Radhika Nori,Quality Checker,Female,57566.0,2024-03-04,Active,6008,Normal,Currently Working
102492,6042,Tristan Kar,Delivery Rider,Male,23585.0,2024-06-19,Active,6042,Normal,Currently Working
102493,6109,Urmi Kanda,Delivery Rider,Female,20012.0,2025-04-29,Active,6109,Normal,Currently Working
102494,6010,Vamakshi Choudhry,Picker,Female,38424.5,2025-03-11,Active,6010,Normal,Currently Working
102495,6010,Aashi Chahal,Picker,Male,28280.0,2023-04-29,Resigned,6010,Normal,Resigned
102496,6139,Falguni Raja,Picker,Female,32606.0,2025-10-05,Resigned,6139,Normal,Resigned
102497,6068,Siddharth Oommen,Inventory Associate,Male,46278.0,2025-01-31,Active,6068,Normal,Currently Working
102498,6112,Nikita Sarraf,Inventory Associate,Unknown,15170.0,2025-11-09,Resigned,6112,Normal,Resigned
102499,6069,Jeevika Shenoy,Store Manager,Female,22685.0,2024-02-04,Active,6069,Normal,Currently Working
102500,6081,Nidhi Sekhon,Packer,Male,40162.0,2024-07-26,Resigned,6081,Normal,Resigned
102501,6038,Meghana Menon,Picker,Unknown,19455.0,2023-02-04,Active,6038,Normal,Currently Working
102502,6042,Yoshita Vora,Delivery Rider,Male,44098.0,2024-11-23,Active,6042,Normal,Currently Working
102503,6137,Oviya Kala,Picker,Female,61876.0,2026-08-07,On Leave,6137,Normal,On Leave
102504,6113,Jalsa Rastogi,Picker,Female,35346.0,2023-07-15,On Leave,6113,Normal,On Leave
102505,6015,Xavier Bhatti,Delivery Rider,Female,55107.0,2024-06-28,On Leave,6015,Normal,On Leave
102506,6124,Arya Ratta,Picker,Male,39805.0,2025-10-18,On Leave,6124,Normal,On Leave
102507,6133,Abhiram Deep,Picker,Female,57720.0,2024-11-20,Active,6133,Normal,Currently Working
102508,6098,Ekani Purohit,Delivery Rider,Female,49836.0,2024-10-11,Resigned,6098,Normal,Resigned
102509,6035,Hemangini Choudhary,Picker,Female,41529.0,2026-03-30,Active,6035,Normal,Currently Working
102510,6144,Hritik Gill,Store Manager,Male,24961.0,2023-12-07,Active,6144,Normal,Currently Working
102511,6110,Chatura Toor,Picker,Unknown,23486.0,2024-03-15,Resigned,6110,Normal,Resigned
102512,6067,Yutika Kade,Store Manager,Male,56995.0,2022-12-24,Resigned,6067,Normal,Resigned
102513,6001,Lakshit Dara,Delivery Rider,Male,52291.0,2024-07-06,Active,6001,Normal,Currently Working
102514,6072,Dhriti Karan,Picker,Male,25224.0,2024-03-04,Resigned,6072,Normal,Resigned
102515,6131,Anjali Gulati,Packer,Female,26087.0,2024-02-08,Active,6131,Normal,Currently Working
102516,6122,Ladli Bath,Picker,Male,26797.0,2023-11-06,Resigned,6122,Normal,Resigned
102517,6128,Sachi Narayan,Picker,Female,36981.0,2025-11-16,Resigned,6128,Normal,Resigned
102518,6112,Azaan Ahuja,Packer,Male,27302.0,2025-01-30,On Leave,6112,Normal,On Leave
102519,6019,Darpan Bhatt,Picker,Male,62408.0,2024-02-21,Active,6019,Normal,Currently Working
102520,6089,Gayathri Agate,Store Manager,Male,46900.0,2026-07-21,Active,6089,Normal,Currently Working
102521,6074,Gagan Dash,Store Manager,Male,19452.0,2026-02-16,Resigned,6074,Normal,Resigned
102522,6011,Ekbal Sarma,Packer,Female,28105.0,2024-08-17,On Leave,6011,Normal,On Leave
102523,6052,Chandresh Korpal,Delivery Rider,Male,15763.0,2025-10-12,Active,6052,Normal,Currently Working
102524,6075,Andrew Mohanty,Picker,Female,41149.0,2024-12-08,On Leave,6075,Normal,On Leave
102525,6023,Lakshit Mann,Picker,Male,58427.0,2023-07-26,Active,6023,Normal,Currently Working
102526,6060,Lekha Mitter,Packer,Female,21686.0,2023-10-21,Active,6060,Normal,Currently Working
102527,6032,Dhruv Prabhu,Picker,Male,44888.0,2025-04-18,On Leave,6032,Normal,On Leave
102528,6113,Logan Basak,Picker,Female,38424.5,2025-07-18,Active,6113,Normal,Currently Working
102529,6012,Bhavani Bhakta,Quality Checker,Female,60585.0,2024-08-19,Resigned,6012,Normal,Resigned
102530,6140,Farhan Mangal,Picker,Male,32408.0,2023-04-23,On Leave,6140,Normal,On Leave
102531,6015,Bina Mangal,Inventory Associate,Female,40400.0,2024-11-27,Resigned,6015,Normal,Resigned
102532,6125,Gaurangi Johal,Store Manager,Female,15272.0,2025-11-24,On Leave,6125,Normal,On Leave
102533,6134,Aadi Kadakia,Picker,Male,60558.0,2024-12-13,On Leave,6134,Normal,On Leave
102534,6031,Ranbir Varughese,Inventory Associate,Male,14487.0,2024-03-03,Active,6031,Normal,Currently Working
102535,6094,Victor Dasgupta,Packer,Female,62946.0,2024-05-29,On Leave,6094,Normal,On Leave
102536,6132,Tamanna Sankaran,Store Manager,Female,46505.0,2026-01-03,Active,6132,Normal,Currently Working
102537,6011,Yashoda Sachdev,Quality Checker,Female,26251.0,2024-01-14,Active,6011,Normal,Currently Working
102538,6086,Zaitra Ram,Packer,Male,40162.0,2026-07-10,Active,6086,Normal,Currently Working
102539,6031,Alka Buch,Picker,Female,47797.0,2023-12-03,Active,6031,Normal,Currently Working
102540,6074,Wridesh Sem,Packer,Male,51997.0,2024-08-12,Active,6074,Normal,Currently Working
102541,6080,Gabriel Keer,Store Manager,Female,53462.0,2025-03-29,Resigned,6080,Normal,Resigned
102542,6102,Chatura Bansal,Quality Checker,Female,31779.0,2022-12-17,Active,6102,Normal,Currently Working
102543,6112,Harini Saraf,Picker,Male,52128.0,2025-01-05,Active,6112,Normal,Currently Working
102544,6083,Onveer Chakraborty,Packer,Male,18011.0,2025-01-22,Active,6083,Normal,Currently Working
102545,6050,Kabir Ghosh,Delivery Rider,Male,46697.0,2026-03-28,Resigned,6050,Normal,Resigned
102546,6073,Daksh Chadha,Delivery Rider,Male,43833.0,2024-04-07,Active,6073,Normal,Currently Working
102547,6001,Amara Palla,Store Manager,Female,46848.0,2023-01-15,On Leave,6001,Normal,On Leave
102548,6010,Anusha Sibal,Inventory Associate,Unknown,28428.0,2023-04-14,Resigned,6010,Normal,Resigned
102549,6089,Hemang Kanda,Delivery Rider,Female,35020.0,2022-11-19,Resigned,6089,Normal,Resigned
102550,6108,Viraj Luthra,Store Manager,Female,52651.0,2024-04-01,Active,6108,Normal,Currently Working
102551,6065,Kashvi Ben,Delivery Rider,Female,38667.0,2023-04-13,Resigned,6065,Normal,Resigned
102552,6127,Upadhriti Kara,Store Manager,Male,49351.0,2025-07-26,Active,6127,Normal,Currently Working
102553,6021,Ethan Chadha,Picker,Male,22307.0,2023-07-16,Resigned,6021,Normal,Resigned
102554,6144,Arjun Din,Quality Checker,Female,42455.0,2026-04-15,Active,6144,Normal,Currently Working
102555,6140,Bishakha Dayal,Quality Checker,Female,48053.0,2023-04-09,Resigned,6140,Normal,Resigned
102556,6126,Yatin Karpe,Picker,Female,43947.0,2025-11-01,Active,6126,Normal,Currently Working
102557,6014,Wahab Dhar,Quality Checker,Female,58412.0,2025-05-19,Resigned,6014,Normal,Resigned
102558,6146,Tanveer Sane,Inventory Associate,Female,42371.0,2024-05-03,Active,6146,Normal,Currently Working
102559,6144,Kamya Kala,Packer,Male,58947.0,2023-04-29,On Leave,6144,Normal,On Leave
102560,6035,Girish Krishnamurthy,Picker,Male,39180.0,2023-08-30,Active,6035,Normal,Currently Working
102561,6074,Abhiram Dar,Delivery Rider,Male,58168.0,2023-10-23,Resigned,6074,Normal,Resigned
102562,6055,Samuel Deshmukh,Quality Checker,Male,41427.0,2025-03-13,Resigned,6055,Normal,Resigned
102563,6069,Advay Pillai,Delivery Rider,Female,35885.0,2024-12-08,Active,6069,Normal,Currently Working
